ID,Title,Thumbnail,Status,short_description,Description,game_url,Genre,Platform,Publisher,Developer,Release Date,Os,Processor,Memory,Graphics,Storage
11,Neverwinter,https://www.freetogame.com/g/11/thumbnail.jpg,Live,A free-to-play 3D action MMORPG based on the acclaimed Dungeons & Dragons fantasy roleplaying game. ,"If you’re a fan of Dungeons and Dragons, have I got a game for you! Neverwinter, developed by Cryptic Studios and published by Perfect World Entertainment, is based on the critically acclaimed fantasy role playing game and the best part is ­ it’s free to play. In the world of Neverwinter, you will explore and defend one of the most beloved cities from the Dungeons and Dragons Forgotten Realms Campaign Setting, as it rises from the ashes of total destruction. In this totally immersive MMORPG you will go from the besieged walls of the city, to the subterranean passageways and search for forgotten secrets and lost treasure along the way.

Neverwinter is completely free to play, from the very first level, all the way up to the level cap, so anyone is able to experience the engaging action and combat it brings. You don’t have to worry about tab­targeting or auto­attacking to defeat your enemies, Neverwinter provides an amazing combat experience where every action will require planning and feel visceral and look spectacular.

Neverwinter also comes with Foundry, which is a dynamic tool set that will provide you with the game assets and a sandbox environment that will allow you to create your own adventures ­ and when you are ready to unveil your creation to the world ­ you are able to hook it up directly to the existing work so everyone else in the community can experience it as well!

Whether you are familiar with Dungeons and Dragons from the tabletop game or from the novels, Neverwinter has recreated many of the iconic classes, locations and encounters that you will know and love! You might choose to go on an adventure as a mighty Guardian Fighter, choose to deceive foes as a Trickster Rogue, or follow the righteous path as a Devoted Cleric, but whatever journey you decide to take in Neverwinter you will face Kobolds, Beholders, Mimics and many other creatures from the Dungeons and Dragons universe, and you will surely feel right at home!",https://www.freetogame.com/open/neverwinter,MMORPG,Windows,Perfect World Entertainment,Cryptic Studios,2013-12-06,"Windows® XP, Windows Vista, Windows 7 or Windows 8 ",Dual-core 2.0GHz CPU or better,1 GB RAM ,"Shader Model 2.0 or higher, GeForce 6800 or ATI Radeon X850 performance, 128MB+ video ram",4 GB available space 
380,Dark Orbit Reloaded,https://www.freetogame.com/g/380/thumbnail.jpg,Live,A browser-based 3D space-combat MMO with a massive playerbase!,"Dark Orbit Reloaded is a browser based 3d space-combat MMO with a massive playerbase and endless customization. originally launched in 2006, Dark Orbit was recently revamped with 3d graphics, new interface and new maps.

Bigpoint games give players the freedom to explore the vast cosmos and engage in fierce PvP combat across the stars. Players in DarkOrbit will start by choosing a company to work for – the Earth Industries Corporation, the Mars Mining Operations, or the Venus Resources Unlimited – and carry out their work throughout the galaxy. Each corporation has their own unique view, base of operations, and the players within each are as varied as the stars.

In DarkOrbit, players from rival factions won’t be your only threat. Aliens prowl among the planets and you must fight them in order to thrive and survive for your sake and the company whose banner you operate under.

Though DarkOrbit only features ten different models of spaceship, the options to customize them are only as limited as you want them to be. Fight to obtain wealth and upgrade your vessel in order to decimate other players in pitched PvP game modes.

Choose your faction and ready your spaceship’s thrusters and weapons in DarkOrbit. The galaxy is waiting for you to conquer it, but only the most cunning and well-equipped will succeed.",https://www.freetogame.com/open/darkorbit,Shooter,Web Browser,Bigpoint,Bigpoint,2006-12-11,N/A,N/A,N/A,N/A,N/A
517,Lost Ark,https://www.freetogame.com/g/517/thumbnail.jpg,Live,"Smilegate’s free-to-play multiplayer ARPG is a massive adventure filled with lands waiting to be explored, people waiting to be met, and an ancient evil waiting to be destroyed.","Smilegate’s free-to-play multiplayer ARPG is a massive adventure filled with lands waiting to be explored, people waiting to be met, and an ancient evil waiting to be destroyed. In Lost Ark, players enter the world of Arkesia and embark on a journey across several lands in a quest to locate the Ark of Legends. Stop the demon Kazeros and his army before they seize control. And hurry, the demons are searching for the Ark too.

Choose to play as one of several classes ranging from the sword-wielding warrior to a mage or even the gunner – each with several advanced class options. Play alone or with friends (or acquaintances) to explore seven vast continents filled with strange cultures and creatures. Fight in PvP, explore dungeons, and work together in raids. Decide what you like to do best and go for it – but don’t forget to save the world.

Lost Ark offers an easy-to-learn system with plenty of room to customize. Use the game’s ‘Tripod’ system to unlock up to three tiers of customization for each ability and create the combat style that works best for you.

As for other features, Lost Ark offers crafting, guilds, and other systems players expect from online games. Whatever you want to do, it’s up to you.
",https://www.freetogame.com/open/lost-ark,ARPG,Windows,Amazon Games,Smilegate RPG,2022-02-11,Windows 10 (64-bit only),Intel i3 or AMD Ryzen 3,8 GB RAM,NVIDIA GeForce GTX 460 / AMD HD6850,50 GB available space
573,Titan Revenge,https://www.freetogame.com/g/573/thumbnail.jpg,Live,A 3D Norse-themed browser MMORPG developed and published by Game Hollywood Games,"Titan Revenge is a Norse-themed browser MMORPG developed and published by Game Hollywood Games. Set in a world facing an apocalypse, the game casts players as the hero, taking on mythical beasts and gods. 

Players choose from three classes, Knight, Mage, or Archer. The game uses an “Ethereal System” that grants players more skills in addition to their class skills as they turn into an Angel or a Titan. This transformation even increases their damage and HP and is used during battle. The game features a mix of social systems: Destiny, Friends, and Alliance. It also includes a marriage system.

As far as battle content goes, players can fight in cross-server Arena as well as the Imperial War and Archangel War. Also included are a variety of battle modes ranging from 1v1 to Cross-server Faction battles.",https://www.freetogame.com/open/titan-revenge,MMORPG,Web Browser,Game Hollywood Games,Game Hollywood Games,2023-12-20,N/A,N/A,N/A,N/A,N/A
521,Diablo Immortal,https://www.freetogame.com/g/521/thumbnail.jpg,Live,"Built for mobile and also released on PC, Diablo Immortal fills in the gaps between Diablo II and III in an MMOARPG environment.","The demon fighting doesn’t have to stop when you walk away from the computer thanks to Blizzard Entertainment’s Diablo Immortal. Built for mobile and also released on PC, the game fills in the gaps between Diablo II and III in an MMOARPG environment.

Diablo Immortal picks up following the presumed death of the Archangel Tyrael, during which time mankind must deal with the fallout. One of the many problems are the fragments of the shattered Worldstone spread across the land, waiting for Diablo’s underlings to collect them in an attempt to bring about his return.

Players can choose from one of six classes in Diablo Immortal. These are the classic Barbarian, the Crusader, the Demon Hunter, the Monk, the Necromancer, and the Wizard. All six classes features their own unique skills and abilities.

The game also introduces six new bosses, ranging from The Skeleton King to the Glacial Colossus. Each offers players a unique challenge, and all are found in places filled with danger. So, players will want to be well prepared before taking them on.
",https://www.freetogame.com/open/diablo-immortal,MMOARPG,Windows,Blizzard Entertainment,Blizzard Entertainment,2022-06-02,Windows 7 / Windows 8 / Windows 10 / Windows 11 (64-bit),Intel Core i3 or AMD FX-8100,4 GB RAM,"NVIDIA GeForce GTX 460, ATI Radeon HD 6850 or Intel HD Graphics 530",?
522,Flyff Universe,https://www.freetogame.com/g/522/thumbnail.jpg,Live,Get the full Flyff experience on any platform with the free-to-play browser-based MMORPG Flyff Universe.,"Players can now get the full Flyff experience on any platform with the browser-based Flyff Universe. The cross-platform game from Gala Lab allows players to access the world of Madrigal from anywhere, whether it be PC, phone, or tablet. As long as it has a browser, players are good to go.

Flyff Universe is an enhanced version of the original free-to-play MMORPG, featuring a new graphics engine with antialiasing, post-processing, advanced shaders, and more. The game also offers new quality of life changes with the developers monitoring things to make sure everything is operating as it should. But it hasn’t all changed, a lot of old school elements still exist in Flyff Universe, including PK, catchers, and gold icons.

The game offers players plenty of places to explore. Among these are the peaceful village of Flaris, the despair filled Mars Dungeon, Saint Morning – the home of Sain City, and the Iblis Temple. 
",https://www.freetogame.com/open/flyff-universe,MMORPG,Web Browser,Gala Lab,Gala Lab,2022-06-14,N/A,N/A,N/A,N/A,N/A
511,Phantasy Star Online 2 New Genesis,https://www.freetogame.com/g/511/thumbnail.jpg,Live,The legacy of Phantasy Star Online 2 continues a thousand years later!,"The legacy of Phantasy Star Online 2 continues a thousand years later, as the next generation of ARKS operatives join forces with a race known as the Meteorn on the planet Halpha to defend against a new threat, The Dolls. Phantasy Star Online 2: New Genesis is an open world online RPG featuring a day-night cycles, weather effects, and a revamped battle system. It also introduces ways to travel no in the previous game, including gliding. All of this is built on a new graphics engine. 

Despite its differences from PSO2, the games are still connected, with players being able to move back and forth via the client. Players of the original can even bring characters already created in the original game, as well as certain items into New Genesis. For those who played the original game, New Genesis will be familiar in a lot of ways. The games have similar interfaces, quest types and other features. They both also share the same class types, and as with the original game, players will use Mags in combat. 

Players just entering the Phantasy Star Online 2 universe through New Genesis will also be able to take advantage of its relationship with the original game. The games share the same client and players can move between them and even collect gear from the original game to use in NGS.
",https://www.freetogame.com/open/pso2-new-genesis,MMORPG,Windows,Sega,Sega,2021-06-09,Windows 8.1,Intel Core i5-9400 ,8 GB,GeForce GTX 950 or Radeon R9 285,100 GB
455,Eternal Fury,https://www.freetogame.com/g/455/thumbnail.jpg,Live,A free-to-play ARPG from R2 Games!,"Eternal Fury is a free-to-play ARPG from R2 Games. The game is an HTML 5 port of a mobile game developed by Game Hollywood. In it, take part in a classic struggle of good vs evil, interacting with characters based on Norse mythology.

One of the features of Eternal Fury is that players are given an opportunity to build their own kingdom, using it as a base of operations. Of course, they also need to defend it. They'll be competing with other players for land and resources, and also fighting against them in everything from castle raids to arena PvP.

As should be expected in this type of game, there is a guild system that allows players to band together, taking on different tasks together and sharing the rewards.",https://www.freetogame.com/open/eternal-fury,MMORPG,Web Browser,R2 Games,R2 Games,2019-05-21,N/A,N/A,N/A,N/A,N/A
5,Crossout,https://www.freetogame.com/g/5/thumbnail.jpg,Live,A post-apocalyptic MMO vehicle combat game! ,"Crossout is a free to play post-apocalyptic MMO vehicle combat game! Gaijin Entertainment is taking the vehicular multiplayer shooter genre full gear with Crossout.

Following the double catastrophes of a failed genetic testing project and an alien invasion, players are thrown into a wasteland world not unlike that of Mad Max. The harsh, post-apocalyptic terrain of Crossout forces players to build and customize their vehicles to fight and endure the elements and other players. Hunker down in the in-game Workshop and use the countless parts earned in battle to craft a formidable death machine capable of laying waste to opponents.

Weapons in Crossout range from roof-mounted miniguns to vehicular chainsaws and everything in between the player can imagine. But combat isn’t all there is to Crossout. The in-game economy is driven by the players, allowing them to trade the parts they’ve earned with one another to craft stronger, pitiless, machines. Vehicles in Crossout must be strong, for the damage a vehicle takes in battle will affect its performance. And when the enemy is charging with a vehicle-mounted powerdrill, peak performance is everything.  Crossout is everything players looking for the post-apocalyptic vehicular warfare experience could possibly want. Find a vehicle and turn it into a death-spitting chariot of war!",https://www.freetogame.com/open/crossout,Shooter,Windows,Targem,Gaijin,2017-05-30,,,,,
9,World of Warships,https://www.freetogame.com/g/9/thumbnail.jpg,Live,A 3D free to play naval action-themed MMO from the creators of World of Tanks! ,"World of Warships is a 3D free to play naval action-themed MMO (massively multiplayer online) from the creators of World of Tanks and World of Warplanes. The high seas cry out as the mightiest warships in history are brought back for a final round of all-out battle to the death in Wargaming’s free-to-play World of Warships! Take command of the world’s most famous classes of battleships, aircraft carriers, cruisers, and destroyers across dozens of detailed maps in pitched MMO battles against players the world over.

World of Warships offers an unmatched experience in MMO combat. Hear the roar of the guns as the mighty Yamato catches sight of her prey. Guide your air squadrons in for precision torpedo and dive-bomb attacks from the deck of the carrier USS Independence. Get in up close & personal with your foes in a swift tin can destroyer and devastate them with a lethal broadside of explosive torpedoes. The battle is all around you so stay alert!

As you participate in battles, you can upgrade the ships in your fleet with more powerful armaments to give your enemies an even greater surprise. Your victory is dependent upon your ability to upgrade your vessel and prepare your crew to meet the enemy. The best captains ride the ocean waves atop their armored steeds. All others are sent to the bottom of the abyss.

But World of Warships isn’t limited to team matches. Wargaming hosts tons of special events that create a unique challenge for players where the rewards could mean better upgrades to your fleet.

Join the navy of World of Warships and see the world of heart racing, fast thinking MMO combat like you’ve never seen it before!",https://www.freetogame.com/open/world-of-warships,Shooter,Windows,Wargaming,Wargaming,2015-07-02,"Windows XP, Windows Vista, or Windows 7",Core2 Duo E6750 (Pentium 4 2.4GHz or Athlon XP 3100+),4GB DDR2,GeForce 9600GT (512 Mb) / GeForce 6800 GT or Radeon X800 GT,30 GB
12,War Thunder,https://www.freetogame.com/g/12/thumbnail.jpg,Live,A MMO shooter that puts you in command of hundreds of the finest combat vehicles of World War II.,"War Thunder is a massively multiplayer shooter that puts you in command of hundreds of the finest combat vehicles of World War II. You’ll pilot warplanes in exciting PvP dogfights and rumble across the battlefield in tanks, battling against foes on across several vintage maps, featuring diverse terrain and offering several strategic options. There are many different ways to play War Thunder, ranging from quick arcade mode-style combat to competitive, realistic battles.

The vehicles in War Thunder represent WWII-era tanks and planes from several different nations, including the United States, Great Britain, Germany, Japan, and the USSR. Battles earn you currency you can use to upgrade your vehicles with better engines, weaponry, and other modifications, and you’ll also earn experience that you can use to unlock more vehicles and increase your crew’s performance. Planes include quick and agile fighters, giant flying fortresses, and precision bombers, while tanks run the gamut from light to heavy to self-propelled artillery. Each has its own strengths and weaknesses and learning how to properly use your vehicles is the key to victory.

The most common game modes are PvP battles that revolve around a series of control points or that task players with destroying enemy vehicles, whether AI-controlled or belonging to other players. Each player brings a squad of up to five vehicles and, when your current vehicle is destroyed, you’ll choose another one to ride back into combat. You can also adjust battle realism, opting for simpler controls with target reticles and other helpful guides, or complete realism, with very few artificial elements in the way of aid. In addition to PvP battles, there are also PvE campaigns and missions you can take on alone or with other players. No matter how you play War Thunder, the action will be easy to find and the battles will have you on the edge of your seat!",https://www.freetogame.com/open/war-thunder,Shooter,Windows,Gaijin Entertainment,Gaijin Entertainment,2013-08-15,"Windows XP SP2, Windows Vista SP1, Windows 7, Windows 8",2.2 GHz,1 GB RAM ,Radeon X26XX / GeForce 7800 GT,3 GB available space 
2,World of Tanks,https://www.freetogame.com/g/2/thumbnail.jpg,Live,"If you like blowing up tanks, with a quick and intense game style you will love this game!","World of Tanks is a popular free to play multiplayer role playing team-based shooter game developed by Wargaming.net. World of Tanks is based around the middle of the 20th century, and features huge epic battles with various different game modes such as Standard, Assault, Encounter Battles, and an added bonus of 15 tanks vs 15 enemy tanks gameplay.

The game starts off with quite easy gameplay but eventuates into a more difficult game as you progress, and because a typical game only takes between 5-10 minutes the game can get quite intense as well. Unlike other games in World of Tanks you cannot respawn; so when your tank gets destroyed you tank gets destroy and you have to start a new game before you can play again. You can still watch the battlefield from a spectator but who wants to be a spectator when you can join in with action with a simple click of a button?

A different aspect of World of Tanks is that you wait in a queue called a “lobby” and then are launched into a random map, with random enemy players. In World of Tanks depending on your gaming style you start off with a fast lightly armored tank, a middle of the range type of tank, or a slower, more heavily armored tank. The tanks are based on real authentic tanks that were in World War 2. There are approximately 150 tanks from 3 different countries, these being Germany, Russia, and the United States of America.

The tank you choose can be customized by performing various different upgrades, which you can acquire through winning experience and credits you gain by winning battles against other enemy tanks. There are 10 different tiers, with tier 1 being a very weak tank going all the way up to tier 10 tanks which are the most powerful. Just like your tanks in the game your crew has a set of skills which progresses as you move through the different tiers in the game.

You can own multiple tanks but can only pilot 1 tank in any one game. Depending on what nation you choose will determine what research tree you will advance through to unlock new, more powerful tanks, weapons, and crew members to help your battles against the other enemy tanks. Since World of Tanks initial release there have been numerous updates to improve the difficulty, the visual aspects, new fresh maps, and new tanks and allow more exciting clan features of the game. If you like blowing up tanks, with a quick and intense game style you will simply love this game!",https://www.freetogame.com/open/world-of-tanks,Shooter,Windows,Wargaming,Wargaming,2011-04-12,Windows XP / Vista / 7 / 8,Intel Pentium 4 2.2 GHz,2 GB,Nvidia GeForce 6800 / ATI X1800 with 256 mb ram,16 GB
560,Palia,https://www.freetogame.com/g/560/thumbnail.jpg,Live,A cozy MMO with homebuilding and some adventure.,"Enter the world of Palia, a cozy MMO from Singularity Six. Explore the world, uncover mysteries, and build your new home. Palia is filled with everything from fields and forests to beaches and mountains, and players can explore it all. Gather the necessary materials, set up your garden, craft the things you need, and build your home making it bigger as you progress.

Explore Palia not just for materials needed to craft and build, but also to solve the mysteries of the world, including what happened to the humans that lived there 1,000 years ago. Befriend the villagers, build relationships, and maybe even find a partner.

Palia is different from most MMOs in that it’s not combat-centric. The only weapons players have are those they will use for hunting. If you’re looking for something low-stress with adventure thrown in. This is it.",https://www.freetogame.com/open/palia,MMORPG,Windows,Singularity Six,Singularity Six,2023-08-10,Windows 10 64-bit or higher,Intel Core i5-4670K / AMD FX-8350 CPU or equivalent,4GB,GeForce GTX 660 / Radeon R9 270 or equivalent,16GB
515,Halo Infinite,https://www.freetogame.com/g/515/thumbnail.jpg,Live,"For the first time ever, a free-to-play Halo experience is available in the form of Halo Infinite’s multiplayer.","For the first time ever, a free-to-play Halo experience is available in the form of Halo Infinite’s multiplayer. 343 Industries and Xbox Game Studios made the multiplayer version of the game available separately from the full story campaign, which is available to purchase for $60 to allow everyone to get in on the action. With the multiplayer, players can take part in two different modes: Arena and Big Team Battle. The first returns to Halo’s multiplayer roots with on-map equipment and 4-player squads. Big Team Battle allows players to mix and match weapons, vehicles and equipment to create a unique combat experience.

The game also offers players the ability to customize their Spartan with cosmetic items. Of course, those with the campaign will have access to extra options. Even more can be found in the game’s battle pass which also introduces new modes and maps, as well as community-focused content.
",https://www.freetogame.com/open/halo-infinite,Shooter,Windows,Xbox Game Studios,343 Industries,2021-11-15,Windows 10 RS5 x64,AMD Ryzen 5 1600 or Intel i5-4440,8 GB RAM,AMD RX 570 or Nvidia GTX 1050 Ti,50 GB available space
